Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR8615262	RNAseq of OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Illumina HiSeq 2500	156461	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615262/SRR8615262.sra	SRR8615262.sra	SRR8615262_RNAseq_of_OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615262/SRR8615262_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/002/SRR8615262/SRR8615262_2.fastq.gz	SRR8615262_2.fastq.gz	SRR8615262_RNAseq_of_OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_2.fastq.gz
SRR8615263	RNAseq of OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Illumina HiSeq 2500	367880	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615263/SRR8615263.sra	SRR8615263.sra	SRR8615263_RNAseq_of_OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615263/SRR8615263_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/003/SRR8615263/SRR8615263_1.fastq.gz	SRR8615263_1.fastq.gz	SRR8615263_RNAseq_of_OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_1.fastq.gz
SRR8615263	RNAseq of OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Illumina HiSeq 2500	367880	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615263/SRR8615263.sra	SRR8615263.sra	SRR8615263_RNAseq_of_OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615263/SRR8615263_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/003/SRR8615263/SRR8615263_2.fastq.gz	SRR8615263_2.fastq.gz	SRR8615263_RNAseq_of_OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_2.fastq.gz
SRR8615261	RNAseq of NCIH196_LUNG	Illumina HiSeq 2500	147735	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615261/SRR8615261.sra	SRR8615261.sra	SRR8615261_RNAseq_of_NCIH196_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615261/SRR8615261_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/001/SRR8615261/SRR8615261_1.fastq.gz	SRR8615261_1.fastq.gz	SRR8615261_RNAseq_of_NCIH196_LUNG_1.fastq.gz
SRR8615261	RNAseq of NCIH196_LUNG	Illumina HiSeq 2500	147735	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615261/SRR8615261.sra	SRR8615261.sra	SRR8615261_RNAseq_of_NCIH196_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615261/SRR8615261_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/001/SRR8615261/SRR8615261_2.fastq.gz	SRR8615261_2.fastq.gz	SRR8615261_RNAseq_of_NCIH196_LUNG_2.fastq.gz
SRR8615259	RNAseq of NCIH2004RT_SOFT_TISSUE	Illumina HiSeq 2500	172729	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615259/SRR8615259.sra	SRR8615259.sra	SRR8615259_RNAseq_of_NCIH2004RT_SOFT_TISSUE.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615259/SRR8615259_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/009/SRR8615259/SRR8615259_1.fastq.gz	SRR8615259_1.fastq.gz	SRR8615259_RNAseq_of_NCIH2004RT_SOFT_TISSUE_1.fastq.gz
SRR8615259	RNAseq of NCIH2004RT_SOFT_TISSUE	Illumina HiSeq 2500	172729	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615259/SRR8615259.sra	SRR8615259.sra	SRR8615259_RNAseq_of_NCIH2004RT_SOFT_TISSUE.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615259/SRR8615259_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/009/SRR8615259/SRR8615259_2.fastq.gz	SRR8615259_2.fastq.gz	SRR8615259_RNAseq_of_NCIH2004RT_SOFT_TISSUE_2.fastq.gz
SRR8615257	RNAseq of NCIH2023_LUNG	Illumina HiSeq 2500	193711	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615257/SRR8615257.sra	SRR8615257.sra	SRR8615257_RNAseq_of_NCIH2023_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615257/SRR8615257_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/007/SRR8615257/SRR8615257_1.fastq.gz	SRR8615257_1.fastq.gz	SRR8615257_RNAseq_of_NCIH2023_LUNG_1.fastq.gz
SRR8615257	RNAseq of NCIH2023_LUNG	Illumina HiSeq 2500	193711	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615257/SRR8615257.sra	SRR8615257.sra	SRR8615257_RNAseq_of_NCIH2023_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615257/SRR8615257_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/007/SRR8615257/SRR8615257_2.fastq.gz	SRR8615257_2.fastq.gz	SRR8615257_RNAseq_of_NCIH2023_LUNG_2.fastq.gz
SRR8615256	RNAseq of NCIH2029_LUNG	Illumina HiSeq 2500	189391	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615256/SRR8615256.sra	SRR8615256.sra	SRR8615256_RNAseq_of_NCIH2029_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615256/SRR8615256_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/006/SRR8615256/SRR8615256_1.fastq.gz	SRR8615256_1.fastq.gz	SRR8615256_RNAseq_of_NCIH2029_LUNG_1.fastq.gz
SRR8615256	RNAseq of NCIH2029_LUNG	Illumina HiSeq 2500	189391	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615256/SRR8615256.sra	SRR8615256.sra	SRR8615256_RNAseq_of_NCIH2029_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615256/SRR8615256_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/006/SRR8615256/SRR8615256_2.fastq.gz	SRR8615256_2.fastq.gz	SRR8615256_RNAseq_of_NCIH2029_LUNG_2.fastq.gz
SRR8615258	RNAseq of NCIH2009_LUNG	Illumina HiSeq 2500	164256	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615258/SRR8615258.sra	SRR8615258.sra	SRR8615258_RNAseq_of_NCIH2009_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615258/SRR8615258_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/008/SRR8615258/SRR8615258_1.fastq.gz	SRR8615258_1.fastq.gz	SRR8615258_RNAseq_of_NCIH2009_LUNG_1.fastq.gz
SRR8615258	RNAseq of NCIH2009_LUNG	Illumina HiSeq 2500	164256	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615258/SRR8615258.sra	SRR8615258.sra	SRR8615258_RNAseq_of_NCIH2009_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615258/SRR8615258_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/008/SRR8615258/SRR8615258_2.fastq.gz	SRR8615258_2.fastq.gz	SRR8615258_RNAseq_of_NCIH2009_LUNG_2.fastq.gz
SRR8615260	RNAseq of NCIH1975_LUNG	Illumina HiSeq 2500	174076	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615260/SRR8615260.sra	SRR8615260.sra	SRR8615260_RNAseq_of_NCIH1975_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615260/SRR8615260_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/000/SRR8615260/SRR8615260_1.fastq.gz	SRR8615260_1.fastq.gz	SRR8615260_RNAseq_of_NCIH1975_LUNG_1.fastq.gz
SRR8615260	RNAseq of NCIH1975_LUNG	Illumina HiSeq 2500	174076	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615260/SRR8615260.sra	SRR8615260.sra	SRR8615260_RNAseq_of_NCIH1975_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615260/SRR8615260_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/000/SRR8615260/SRR8615260_2.fastq.gz	SRR8615260_2.fastq.gz	SRR8615260_RNAseq_of_NCIH1975_LUNG_2.fastq.gz
SRR8615254	RNAseq of NCIH2052_PLEURA	Illumina HiSeq 2500	190731	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615254/SRR8615254.sra	SRR8615254.sra	SRR8615254_RNAseq_of_NCIH2052_PLEURA.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615254/SRR8615254_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/004/SRR8615254/SRR8615254_1.fastq.gz	SRR8615254_1.fastq.gz	SRR8615254_RNAseq_of_NCIH2052_PLEURA_1.fastq.gz
SRR8615254	RNAseq of NCIH2052_PLEURA	Illumina HiSeq 2500	190731	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615254/SRR8615254.sra	SRR8615254.sra	SRR8615254_RNAseq_of_NCIH2052_PLEURA.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615254/SRR8615254_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/004/SRR8615254/SRR8615254_2.fastq.gz	SRR8615254_2.fastq.gz	SRR8615254_RNAseq_of_NCIH2052_PLEURA_2.fastq.gz
SRR8615252	RNAseq of NCIH2073_LUNG	Illumina HiSeq 2500	209024	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615252/SRR8615252.sra	SRR8615252.sra	SRR8615252_RNAseq_of_NCIH2073_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615252/SRR8615252_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/002/SRR8615252/SRR8615252_1.fastq.gz	SRR8615252_1.fastq.gz	SRR8615252_RNAseq_of_NCIH2073_LUNG_1.fastq.gz
SRR8615252	RNAseq of NCIH2073_LUNG	Illumina HiSeq 2500	209024	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615252/SRR8615252.sra	SRR8615252.sra	SRR8615252_RNAseq_of_NCIH2073_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615252/SRR8615252_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/002/SRR8615252/SRR8615252_2.fastq.gz	SRR8615252_2.fastq.gz	SRR8615252_RNAseq_of_NCIH2073_LUNG_2.fastq.gz
SRR8615248	RNAseq of CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	Illumina HiSeq 2500	191379	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615248/SRR8615248.sra	SRR8615248.sra	SRR8615248_RNAseq_of_CCFSTTG1_CENTRAL_NERVOUS_SYSTEM.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615248/SRR8615248_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/008/SRR8615248/SRR8615248_1.fastq.gz	SRR8615248_1.fastq.gz	SRR8615248_RNAseq_of_CCFSTTG1_CENTRAL_NERVOUS_SYSTEM_1.fastq.gz
SRR8615248	RNAseq of CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	Illumina HiSeq 2500	191379	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615248/SRR8615248.sra	SRR8615248.sra	SRR8615248_RNAseq_of_CCFSTTG1_CENTRAL_NERVOUS_SYSTEM.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615248/SRR8615248_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/008/SRR8615248/SRR8615248_2.fastq.gz	SRR8615248_2.fastq.gz	SRR8615248_RNAseq_of_CCFSTTG1_CENTRAL_NERVOUS_SYSTEM_2.fastq.gz
SRR8615249	RNAseq of CAS1_CENTRAL_NERVOUS_SYSTEM	Illumina HiSeq 2500	175114	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615249/SRR8615249.sra	SRR8615249.sra	SRR8615249_RNAseq_of_CAS1_CENTRAL_NERVOUS_SYSTEM.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615249/SRR8615249_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/009/SRR8615249/SRR8615249_1.fastq.gz	SRR8615249_1.fastq.gz	SRR8615249_RNAseq_of_CAS1_CENTRAL_NERVOUS_SYSTEM_1.fastq.gz
SRR8615249	RNAseq of CAS1_CENTRAL_NERVOUS_SYSTEM	Illumina HiSeq 2500	175114	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615249/SRR8615249.sra	SRR8615249.sra	SRR8615249_RNAseq_of_CAS1_CENTRAL_NERVOUS_SYSTEM.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615249/SRR8615249_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/009/SRR8615249/SRR8615249_2.fastq.gz	SRR8615249_2.fastq.gz	SRR8615249_RNAseq_of_CAS1_CENTRAL_NERVOUS_SYSTEM_2.fastq.gz
SRR8615255	RNAseq of NCIH2030_LUNG	Illumina HiSeq 2500	213639	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615255/SRR8615255.sra	SRR8615255.sra	SRR8615255_RNAseq_of_NCIH2030_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615255/SRR8615255_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/005/SRR8615255/SRR8615255_1.fastq.gz	SRR8615255_1.fastq.gz	SRR8615255_RNAseq_of_NCIH2030_LUNG_1.fastq.gz
SRR8615255	RNAseq of NCIH2030_LUNG	Illumina HiSeq 2500	213639	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615255/SRR8615255.sra	SRR8615255.sra	SRR8615255_RNAseq_of_NCIH2030_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615255/SRR8615255_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/005/SRR8615255/SRR8615255_2.fastq.gz	SRR8615255_2.fastq.gz	SRR8615255_RNAseq_of_NCIH2030_LUNG_2.fastq.gz
SRR8615253	RNAseq of NCIH2066_LUNG	Illumina HiSeq 2500	177113	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615253/SRR8615253.sra	SRR8615253.sra	SRR8615253_RNAseq_of_NCIH2066_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615253/SRR8615253_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/003/SRR8615253/SRR8615253_1.fastq.gz	SRR8615253_1.fastq.gz	SRR8615253_RNAseq_of_NCIH2066_LUNG_1.fastq.gz
SRR8615253	RNAseq of NCIH2066_LUNG	Illumina HiSeq 2500	177113	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615253/SRR8615253.sra	SRR8615253.sra	SRR8615253_RNAseq_of_NCIH2066_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615253/SRR8615253_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/003/SRR8615253/SRR8615253_2.fastq.gz	SRR8615253_2.fastq.gz	SRR8615253_RNAseq_of_NCIH2066_LUNG_2.fastq.gz
SRR8615247	RNAseq of CAPAN1_PANCREAS	Illumina HiSeq 2500	189273	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615247/SRR8615247.sra	SRR8615247.sra	SRR8615247_RNAseq_of_CAPAN1_PANCREAS.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615247/SRR8615247_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/007/SRR8615247/SRR8615247_1.fastq.gz	SRR8615247_1.fastq.gz	SRR8615247_RNAseq_of_CAPAN1_PANCREAS_1.fastq.gz
SRR8615247	RNAseq of CAPAN1_PANCREAS	Illumina HiSeq 2500	189273	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615247/SRR8615247.sra	SRR8615247.sra	SRR8615247_RNAseq_of_CAPAN1_PANCREAS.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615247/SRR8615247_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/007/SRR8615247/SRR8615247_2.fastq.gz	SRR8615247_2.fastq.gz	SRR8615247_RNAseq_of_CAPAN1_PANCREAS_2.fastq.gz
SRR8615251	RNAseq of CCK81_LARGE_INTESTINE	Illumina HiSeq 2500	164572	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615251/SRR8615251.sra	SRR8615251.sra	SRR8615251_RNAseq_of_CCK81_LARGE_INTESTINE.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615251/SRR8615251_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/001/SRR8615251/SRR8615251_1.fastq.gz	SRR8615251_1.fastq.gz	SRR8615251_RNAseq_of_CCK81_LARGE_INTESTINE_1.fastq.gz
SRR8615251	RNAseq of CCK81_LARGE_INTESTINE	Illumina HiSeq 2500	164572	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615251/SRR8615251.sra	SRR8615251.sra	SRR8615251_RNAseq_of_CCK81_LARGE_INTESTINE.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615251/SRR8615251_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/001/SRR8615251/SRR8615251_2.fastq.gz	SRR8615251_2.fastq.gz	SRR8615251_RNAseq_of_CCK81_LARGE_INTESTINE_2.fastq.gz
SRR8615250	RNAseq of CFPAC1_PANCREAS	Illumina HiSeq 2500	181524	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615250/SRR8615250.sra	SRR8615250.sra	SRR8615250_RNAseq_of_CFPAC1_PANCREAS.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615250/SRR8615250_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/000/SRR8615250/SRR8615250_1.fastq.gz	SRR8615250_1.fastq.gz	SRR8615250_RNAseq_of_CFPAC1_PANCREAS_1.fastq.gz
SRR8615250	RNAseq of CFPAC1_PANCREAS	Illumina HiSeq 2500	181524	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615250/SRR8615250.sra	SRR8615250.sra	SRR8615250_RNAseq_of_CFPAC1_PANCREAS.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615250/SRR8615250_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/000/SRR8615250/SRR8615250_2.fastq.gz	SRR8615250_2.fastq.gz	SRR8615250_RNAseq_of_CFPAC1_PANCREAS_2.fastq.gz
SRR8615244	RNAseq of NUGC4_STOMACH	Illumina HiSeq 2500	140851	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615244/SRR8615244.sra	SRR8615244.sra	SRR8615244_RNAseq_of_NUGC4_STOMACH.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615244/SRR8615244_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/004/SRR8615244/SRR8615244_1.fastq.gz	SRR8615244_1.fastq.gz	SRR8615244_RNAseq_of_NUGC4_STOMACH_1.fastq.gz
SRR8615244	RNAseq of NUGC4_STOMACH	Illumina HiSeq 2500	140851	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615244/SRR8615244.sra	SRR8615244.sra	SRR8615244_RNAseq_of_NUGC4_STOMACH.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615244/SRR8615244_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/004/SRR8615244/SRR8615244_2.fastq.gz	SRR8615244_2.fastq.gz	SRR8615244_RNAseq_of_NUGC4_STOMACH_2.fastq.gz
SRR8615245	RNAseq of SW1271_LUNG	Illumina HiSeq 2500	184045	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615245/SRR8615245.sra	SRR8615245.sra	SRR8615245_RNAseq_of_SW1271_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615245/SRR8615245_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/005/SRR8615245/SRR8615245_1.fastq.gz	SRR8615245_1.fastq.gz	SRR8615245_RNAseq_of_SW1271_LUNG_1.fastq.gz
SRR8615245	RNAseq of SW1271_LUNG	Illumina HiSeq 2500	184045	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615245/SRR8615245.sra	SRR8615245.sra	SRR8615245_RNAseq_of_SW1271_LUNG.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615245/SRR8615245_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/005/SRR8615245/SRR8615245_2.fastq.gz	SRR8615245_2.fastq.gz	SRR8615245_RNAseq_of_SW1271_LUNG_2.fastq.gz
SRR8615243	RNAseq of OAW28_OVARY	Illumina HiSeq 2500	220429	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615243/SRR8615243.sra	SRR8615243.sra	SRR8615243_RNAseq_of_OAW28_OVARY.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615243/SRR8615243_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/003/SRR8615243/SRR8615243_1.fastq.gz	SRR8615243_1.fastq.gz	SRR8615243_RNAseq_of_OAW28_OVARY_1.fastq.gz
SRR8615243	RNAseq of OAW28_OVARY	Illumina HiSeq 2500	220429	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615243/SRR8615243.sra	SRR8615243.sra	SRR8615243_RNAseq_of_OAW28_OVARY.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615243/SRR8615243_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/003/SRR8615243/SRR8615243_2.fastq.gz	SRR8615243_2.fastq.gz	SRR8615243_RNAseq_of_OAW28_OVARY_2.fastq.gz
SRR8615246	RNAseq of CAPAN2_PANCREAS	Illumina HiSeq 2500	240972	1553644800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR861/SRR8615246/SRR8615246.sra	SRR8615246.sra	SRR8615246_RNAseq_of_CAPAN2_PANCREAS.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615246/SRR8615246_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR861/006/SRR8615246/SRR8615246_1.fastq.gz	SRR8615246_1.fastq.gz	SRR8615246_RNAseq_of_CAPAN2_PANCREAS_1.fastq.gz
